file,label
vid_00247_00001.MOV,1
vid_00247_00002.MOV,1
vid_00247_00003.MOV,1
vid_00247_00004.MOV,1
vid_00247_00005.MOV,1
vid_00247_00006.MOV,1
vid_00247_00007.MOV,1
vid_00247_00008.MOV,1
vid_00247_00009.MOV,1
vid_00247_00010.MOV,0
vid_00247_00011.MOV,0
vid_00247_00012.MOV,0
vid_00247_00013.MOV,1
vid_00247_00014.MOV,0
vid_00247_00015.MOV,1
vid_00247_00016.MOV,1
vid_00247_00017.MOV,1
vid_00248_00001.mov,0
vid_00248_00002.mov,1
vid_00248_00003.mov,1
vid_00248_00004.mov,1
vid_00248_00005.mov,0
vid_00248_00006.mov,1
vid_00248_00007.mov,0
vid_00248_00008.mov,0
vid_00248_00009.mov,0
vid_00248_00010.mov,0
vid_00248_00011.mov,0
vid_00248_00012.mov,0
vid_00248_00013.mov,0
vid_00248_00014.mov,0
vid_00248_00015.mov,1
vid_00248_00016.mov,1
vid_00248_00017.mov,1
vid_00248_00018.mov,0
vid_00248_00019.mov,1
vid_00249_00001.mov,1
vid_00249_00002.mov,1
vid_00249_00003.mov,1
vid_00249_00004.mov,1
vid_00249_00005.mov,1
vid_00249_00006.mov,0
vid_00249_00007.mov,0
vid_00249_00008.mov,1
vid_00249_00009.mov,1
vid_00249_00010.mov,0
vid_00249_00011.mov,0
vid_00249_00012.mov,0
vid_00249_00013.mov,0
vid_00249_00014.mov,0
vid_00249_00015.mov,0
vid_00249_00016.mov,0
vid_00249_00017.mov,0
vid_00249_00018.mov,1
vid_00249_00019.mov,1
vid_00249_00020.mov,1
vid_00249_00021.mov,0
vid_00249_00022.mov,0
vid_00249_00023.mov,1
vid_00249_00024.mov,1
vid_00249_00025.mov,1
vid_00249_00026.mov,0
vid_00249_00027.mov,0
vid_00249_00028.mov,0
vid_00249_00029.mov,0
vid_00249_00030.mov,0
vid_00249_00031.mov,0
vid_00249_00032.mov,0
vid_00249_00033.mov,0
vid_00249_00034.mov,0
vid_00249_00035.mov,0
vid_00249_00036.mov,0
vid_00249_00037.mov,1
vid_00249_00038.mov,1
vid_00249_00039.mov,1
vid_00249_00040.mov,0
vid_00249_00041.mov,0
